"","county_name","state","dem_votes","rep_votes","county_total_votes","rep_share"
"942","FOUNTAIN","INDIANA",1439,4385,5824,0.752918956043956
"943","FRANKLIN","ALABAMA",1866,6850,8716,0.785910968334098
"944","FRANKLIN","ARKANSAS",1119,4023,5142,0.782380396732789
"945","FRANKLIN","FLORIDA",1805,3589,5394,0.665368928439006
"946","FRANKLIN","GEORGIA",1093,6953,8046,0.864156102411136
"947","FRANKLIN","IDAHO",399,3396,3795,0.894861660079051
"948","FRANKLIN","ILLINOIS",5131,9958,15089,0.659950957651269
"949","FRANKLIN","INDIANA",1649,6252,7901,0.791292241488419
"950","FRANKLIN","IOWA",1717,2229,3946,0.564875823618855
"951","FRANKLIN","KANSAS",3207,5478,8685,0.630742659758204
"952","FRANKLIN","KENTUCKY",11702,9860,21562,0.457285966051387
"953","FRANKLIN","LOUISIANA",1217,5263,6480,0.812191358024691
"954","FRANKLIN","MASSACHUSETTS",25541,5726,31267,0.183132375987463
"955","FRANKLIN","MISSISSIPPI",1097,2038,3135,0.650079744816587
"956","FRANKLIN","MISSOURI",12847,28707,41554,0.690836020599702
"957","FRANKLIN","NEBRASKA",240,1114,1354,0.82274741506647
"958","FRANKLIN","NORTH CAROLINA",11118,13610,24728,0.550388223875768
"959","FRANKLIN","OHIO",312113,167676,479789,0.349478624978897
"960","FRANKLIN","PENNSYLVANIA",15634,39116,54750,0.714447488584475
"961","FRANKLIN","TENNESSEE",4130,8970,13100,0.684732824427481
"962","FRANKLIN","TEXAS",567,3319,3886,0.854091610910962
"963","FRANKLIN","VERMONT",11047,6251,17298,0.361371256792693
"964","FRANKLIN","VIRGINIA",6727,15355,22082,0.695362738882348
"965","FRANKLIN","WASHINGTON",8868,13360,22228,0.601043728630556
"966","FRANKLIN CITY","VIRGINIA",2152,0,2152,0
"967","FREDERICK","MARYLAND",53509,49373,102882,0.4798993021131
"968","FREDERICK","VIRGINIA",12109,22064,34173,0.645655927193984
"969","FREDERICKSBURG CITY","VIRGINIA",6312,3393,9705,0.349613601236476
"970","FREEBORN","MINNESOTA",6791,6996,13787,0.507434539783854
"971","FREESTONE","TEXAS",1304,5248,6552,0.800976800976801
"972","FREMONT","COLORADO",5972,12752,18724,0.681051057466353
"973","FREMONT","IDAHO",751,3981,4732,0.841293322062553
"974","FREMONT","IOWA",990,1933,2923,0.66130687649675
"975","FREMONT","WYOMING",4534,8562,13096,0.653787416004887
"976","FRESNO","CALIFORNIA",130722,121205,251927,0.48111159185002
"977","FRIO","TEXAS",1989,1586,3575,0.443636363636364
"978","FRONTIER","NEBRASKA",164,881,1045,0.843062200956938
"979","FULTON","ARKANSAS",933,2790,3723,0.749395648670427
"980","FULTON","GEORGIA",307966,93006,400972,0.231951358199575
"981","FULTON","ILLINOIS",7870,4719,12589,0.374851060449599
"982","FULTON","INDIANA",2445,4521,6966,0.64900947459087
"983","FULTON","KENTUCKY",696,1193,1889,0.631551085230281
"984","FULTON","OHIO",4735,11180,15915,0.702481935281181
"985","FULTON","PENNSYLVANIA",888,4387,5275,0.831658767772512
"986","FURNAS","NEBRASKA",313,1819,2132,0.853189493433396
"987","GADSDEN","FLORIDA",14612,5356,19968,0.268229166666667
"988","GAGE","NEBRASKA",2570,5680,8250,0.688484848484848
"989","GAINES","TEXAS",468,3363,3831,0.877838684416601
"990","GALAX CITY","VIRGINIA",658,1173,1831,0.640633533588203
"991","GALLATIN","ILLINOIS",714,1360,2074,0.655737704918033
"992","GALLATIN","KENTUCKY",898,1876,2774,0.676279740447008
"993","GALLATIN","MONTANA",31297,23157,54454,0.42525801594006
"994","GALLIA","OHIO",2393,7271,9664,0.752379966887417
"995","GALVESTON","TEXAS",42187,68811,110998,0.619930088830429
"996","GARDEN","NEBRASKA",152,845,997,0.847542627883651
"997","GARFIELD","COLORADO",11410,11836,23246,0.50916286672976
"998","GARFIELD","MONTANA",55,606,661,0.91679273827534
"999","GARFIELD","NEBRASKA",103,686,789,0.869455006337136
"1000","GARFIELD","OKLAHOMA",4203,13086,17289,0.756897449245185
"1001","GARFIELD","UTAH",427,1670,2097,0.796375774916547
"1002","GARFIELD","WASHINGTON",321,969,1290,0.751162790697674
"1003","GARLAND","ARKANSAS",9988,21187,31175,0.679615076182839
"1004","GARRARD","KENTUCKY",1258,4416,5674,0.778286922805781
"1005","GARRETT","MARYLAND",2476,8182,10658,0.767686245074123
"1006","GARVIN","OKLAHOMA",1832,5786,7618,0.759516933578367
"1007","GARZA","TEXAS",172,1101,1273,0.864886095836606
"1008","GASCONADE","MISSOURI",1365,4883,6248,0.781530089628681
"1009","GASTON","NORTH CAROLINA",25738,45701,71439,0.639720600792284
"1010","GATES","NORTH CAROLINA",2149,2050,4199,0.488211478923553
"1011","GEARY","KANSAS",2513,3587,6100,0.588032786885246
"1012","GEAUGA","OHIO",15596,26895,42491,0.632957567484879
"1013","GEM","IDAHO",1315,5173,6488,0.797318125770654
"1014","GENESEE","MICHIGAN",102509,55850,158359,0.352679670874406
"1015","GENEVA","ALABAMA",1544,7365,8909,0.826692109103154
"1016","GENTRY","MISSOURI",516,1927,2443,0.788784281620958
"1017","GEORGE","MISSISSIPPI",881,6290,7171,0.877144052433412
"1018","GEORGETOWN","SOUTH CAROLINA",11057,14759,25816,0.571699721103192
"1019","GIBSON","INDIANA",3491,8889,12380,0.718012924071082
"1020","GIBSON","TENNESSEE",3612,10784,14396,0.749096971380939
"1021","GILA","ARIZONA",7532,12606,20138,0.625980732942695
"1022","GILCHRIST","FLORIDA",1324,5991,7315,0.819002050580998
"1023","GILES","TENNESSEE",2395,6045,8440,0.716232227488152
"1024","GILES","VIRGINIA",1933,4714,6647,0.709192116744396
"1025","GILLESPIE","TEXAS",2487,9796,12283,0.797525034600668
"1026","GILLIAM","OREGON",256,707,963,0.734164070612669
"1027","GILMER","GEORGIA",2001,10322,12323,0.837620709242879
"1028","GILMER","WEST VIRGINIA",595,1355,1950,0.694871794871795
"1029","GILPIN","COLORADO",1732,1304,3036,0.429512516469038
"1030","GLACIER","MONTANA",3564,1307,4871,0.268322726339561
"1031","GLADES","FLORIDA",1184,2598,3782,0.686938127974617
"1032","GLADWIN","MICHIGAN",3499,7311,10810,0.67631822386679
"1033","GLASCOCK","GEORGIA",107,1148,1255,0.914741035856574
"1034","GLASSCOCK","TEXAS",28,524,552,0.949275362318841
"1035","GLENN","CALIFORNIA",3030,5225,8255,0.632949727437916
"1036","GLOUCESTER","NEW JERSEY",60266,48754,109020,0.447202348192992
"1037","GLOUCESTER","VIRGINIA",4818,10792,15610,0.691351697629724
"1038","GLYNN","GEORGIA",11429,20846,32275,0.645886909372579
"1039","GOGEBIC","MICHIGAN",3171,3309,6480,0.510648148148148
"1040","GOLDEN VALLEY","MONTANA",108,323,431,0.749419953596288
"1041","GOLDEN VALLEY","NORTH DAKOTA",123,721,844,0.854265402843602
"1042","GOLIAD","TEXAS",772,2206,2978,0.74076561450638
"1043","GONZALES","TEXAS",1309,4174,5483,0.761262082801386
"1044","GOOCHLAND","VIRGINIA",5248,7913,13161,0.601246105919003
"1045","GOODHUE","MINNESOTA",10452,12505,22957,0.544714030578908
"1046","GOODING","IDAHO",958,3414,4372,0.780878316559927
"1047","GORDON","GEORGIA",3128,14313,17441,0.820652485522619
"1048","GOSHEN","WYOMING",1014,3513,4527,0.776010603048376
"1049","GOSPER","NEBRASKA",131,705,836,0.843301435406699
"1050","GOVE","KANSAS",159,925,1084,0.853321033210332
"1051","GRADY","GEORGIA",3136,5148,8284,0.62143891839691
"1052","GRADY","OKLAHOMA",3779,12671,16450,0.770273556231003
"1053","GRAFTON","NEW HAMPSHIRE",25627,13499,39126,0.345013545979655
"1054","GRAHAM","ARIZONA",3658,6886,10544,0.653072837632777
"1055","GRAHAM","KANSAS",220,841,1061,0.792648444863337
"1056","GRAHAM","NORTH CAROLINA",838,2712,3550,0.763943661971831
"1057","GRAINGER","TENNESSEE",1084,5532,6616,0.836154776299879
"1058","GRAND","COLORADO",3328,3609,6937,0.520253711979242
"1059","GRAND","UTAH",2231,1961,4192,0.467795801526718
"1060","GRAND FORKS","NORTH DAKOTA",13293,13137,26430,0.497048808172531
"1061","GRAND ISLE","VERMONT",2393,1141,3534,0.322863610639502
"1062","GRAND TRAVERSE","MICHIGAN",23648,24855,48503,0.512442529328083
"1063","GRANITE","MONTANA",609,1133,1742,0.650401836969001
"1064","GRANT","ARKANSAS",988,4463,5451,0.818748853421391
"1065","GRANT","INDIANA",5907,14026,19933,0.703657251793508
"1066","GRANT","KANSAS",354,1440,1794,0.802675585284281
"1067","GRANT","KENTUCKY",1816,5205,7021,0.741347386412192
"1068","GRANT","LOUISIANA",669,5126,5795,0.884555651423641
"1069","GRANT","MINNESOTA",1820,1314,3134,0.419272495213784
"1070","GRANT","NEBRASKA",12,293,305,0.960655737704918
"1071","GRANT","NEW MEXICO",7176,4530,11706,0.386981035366479
"1072","GRANT","NORTH DAKOTA",210,1011,1221,0.828009828009828
"1073","GRANT","OKLAHOMA",350,1346,1696,0.793632075471698
"1074","GRANT","OREGON",770,2845,3615,0.786998616874136
"1075","GRANT","SOUTH DAKOTA",945,2121,3066,0.691780821917808
"1076","GRANT","WASHINGTON",7189,19197,26386,0.727544910179641
"1077","GRANT","WEST VIRGINIA",625,3057,3682,0.830255296034764
"1078","GRANT","WISCONSIN",11230,8149,19379,0.420506734093607
"1079","GRANVILLE","NORTH CAROLINA",10661,10258,20919,0.490367608394283
"1080","GRATIOT","MICHIGAN",5186,8827,14013,0.629915078855349
"1081","GRAVES","KENTUCKY",3701,9683,13384,0.723475791990436
"1082","GRAY","KANSAS",332,1433,1765,0.811898016997167
"1083","GRAY","TEXAS",528,5301,5829,0.9094184251158
"1084","GRAYS HARBOR","WASHINGTON",15515,12644,28159,0.449021627188465
"1085","GRAYSON","KENTUCKY",1713,6439,8152,0.7898675171737
"1086","GRAYSON","TEXAS",10171,32038,42209,0.759032433841124
"1087","GRAYSON","VIRGINIA",1543,4187,5730,0.730715532286213
"1088","GREELEY","KANSAS",66,417,483,0.863354037267081
"1089","GREELEY","NEBRASKA",207,785,992,0.79133064516129
"1090","GREEN","KENTUCKY",669,3462,4131,0.838053740014524
"1091","GREEN","WISCONSIN",12121,2,12123,0.000164975666089252
"1092","GREEN LAKE","WISCONSIN",2883,5191,8074,0.642927916769879
"1093","GREENBRIER","WEST VIRGINIA",5489,6459,11948,0.540592567793773
"1094","GREENE","ALABAMA",3610,0,3610,0
"1095","GREENE","ARKANSAS",2176,8470,10646,0.795603982716513
"1096","GREENE","GEORGIA",2965,5949,8914,0.667377159524344
"1097","GREENE","ILLINOIS",1335,2985,4320,0.690972222222222
"1098","GREENE","INDIANA",0,7765,7765,1
"1099","GREENE","IOWA",1945,1999,3944,0.50684584178499
"1100","GREENE","MISSISSIPPI",710,3047,3757,0.811019430396593
"1101","GREENE","MISSOURI",46680,63816,110496,0.577541268462207
"1102","GREENE","NEW YORK",7334,9187,16521,0.556080140427335
"1103","GREENE","NORTH CAROLINA",0,4668,4668,1
"1104","GREENE","OHIO",23284,43941,67225,0.653640758646337
"1105","GREENE","PENNSYLVANIA",4957,7267,12224,0.594486256544503
"1106","GREENE","TENNESSEE",3686,16077,19763,0.813489854779133
"1107","GREENE","VIRGINIA",3062,5050,8112,0.622534516765286
"1108","GREENLEE","ARIZONA",1160,1379,2539,0.543127215439149
"1109","GREENSVILLE","VIRGINIA",2067,1381,3448,0.400522041763341
"1110","GREENUP","KENTUCKY",4467,8101,12568,0.644573520050923
"1111","GREENVILLE","SOUTH CAROLINA",65446,104049,169495,0.613876515531432
"1112","GREENWOOD","KANSAS",502,1610,2112,0.762310606060606
"1113","GREENWOOD","SOUTH CAROLINA",8641,14301,22942,0.623354546247058
"1114","GREER","OKLAHOMA",346,1122,1468,0.764305177111717
"1115","GREGG","TEXAS",10564,24812,35376,0.701379466304839
"1116","GREGORY","SOUTH DAKOTA",586,1484,2070,0.716908212560387
"1117","GRENADA","MISSISSIPPI",4166,0,4166,0
"1118","GRIGGS","NORTH DAKOTA",407,782,1189,0.657695542472666
"1119","GRIMES","TEXAS",1892,6561,8453,0.776174139358808
"1120","GRUNDY","ILLINOIS",6904,12406,19310,0.642465044018643
"1121","GRUNDY","IOWA",1996,3540,5536,0.639450867052023
"1122","GRUNDY","MISSOURI",595,2921,3516,0.830773606370876
"1123","GRUNDY","TENNESSEE",964,2488,3452,0.720741599073001
"1124","GUADALUPE","NEW MEXICO",1162,505,1667,0.302939412117576
"1125","GUADALUPE","TEXAS",19031,33508,52539,0.637773844191934
"1126","GUERNSEY","OHIO",3599,8964,12563,0.71352383984717
"1127","GUILFORD","NORTH CAROLINA",119184,78529,197713,0.397186831417256
"1128","GULF","FLORIDA",1458,4411,5869,0.751576077696371
"1129","GUNNISON","COLORADO",5383,2991,8374,0.357176976355386
"1130","GUTHRIE","IOWA",1622,3159,4781,0.660740430872202
"1131","GWINNETT","GEORGIA",175023,135943,310966,0.437163548426516
"1132","HAAKON","SOUTH DAKOTA",117,796,913,0.871851040525739
"1133","HABERSHAM","GEORGIA",2471,12788,15259,0.838062782620093
"1134","HALE","ALABAMA",4658,0,4658,0
"1135","HALE","TEXAS",1725,5654,7379,0.766228486244749
"1136","HALIFAX","NORTH CAROLINA",10809,6575,17384,0.378221352968247
"1137","HALIFAX","VIRGINIA",5791,7843,13634,0.575253043860936
"1138","HALL","GEORGIA",16991,49430,66421,0.744192348805348
"1139","HALL","NEBRASKA",5392,11287,16679,0.676719227771449
"1140","HALL","TEXAS",140,809,949,0.852476290832455
"1141","HAMBLEN","TENNESSEE",3228,12703,15931,0.797376184796937
"1142","HAMILTON","FLORIDA",1756,2746,4502,0.609951132829853
"1143","HAMILTON","ILLINOIS",862,2579,3441,0.749491426910782
"1144","HAMILTON","INDIANA",53362,83675,137037,0.610601516378788
"1145","HAMILTON","IOWA",2942,3215,6157,0.522169887932435
"1146","HAMILTON","KANSAS",116,506,622,0.813504823151125
"1147","HAMILTON","NEBRASKA",810,3261,4071,0.801031687546057
"1148","HAMILTON","OHIO",185031,150404,335435,0.448384932997451
"1149","HAMILTON","TENNESSEE",57681,73047,130728,0.558770883054893
"1150","HAMILTON","TEXAS",509,2758,3267,0.844199571472299
"1151","HAMLIN","SOUTH DAKOTA",695,1939,2634,0.736142748671222
"1152","HAMPDEN","MASSACHUSETTS",121454,68,121522,0.000559569460673787
"1153","HAMPSHIRE","MASSACHUSETTS",56987,7084,64071,0.110564842128264
"1154","HAMPSHIRE","WEST VIRGINIA",1637,4934,6571,0.750875057068939
"1155","HAMPTON","SOUTH CAROLINA",4236,2268,6504,0.348708487084871
"1156","HAMPTON CITY","VIRGINIA",38720,5927,44647,0.132752480569803
"1157","HANCOCK","GEORGIA",2513,912,3425,0.266277372262774
"1158","HANCOCK","ILLINOIS",1928,5062,6990,0.724177396280401
"1159","HANCOCK","INDIANA",9096,20099,29195,0.688439801335845
"1160","HANCOCK","IOWA",1843,2765,4608,0.600043402777778
"1161","HANCOCK","KENTUCKY",1282,2240,3522,0.636002271436684
"1162","HANCOCK","MISSISSIPPI",3402,10355,13757,0.752707712437305
"1163","HANCOCK","OHIO",7595,19988,27583,0.724649240474205
"1164","HANCOCK","TENNESSEE",246,1454,1700,0.855294117647059
"1165","HANCOCK","WEST VIRGINIA",2955,6960,9915,0.70196671709531
"1166","HAND","SOUTH DAKOTA",429,1171,1600,0.731875
"1167","HANOVER","VIRGINIA",18146,35497,53643,0.661726599929161
"1168","HANSFORD","TEXAS",99,1565,1664,0.940504807692308
"1169","HANSON","SOUTH DAKOTA",536,1022,1558,0.65596919127086
"1170","HARALSON","GEORGIA",1241,9164,10405,0.880730418068236
"1171","HARDEE","FLORIDA",1903,4428,6331,0.699415574158901
"1172","HARDEMAN","TENNESSEE",3236,3828,7064,0.541902604756512
"1173","HARDEMAN","TEXAS",145,1000,1145,0.873362445414847
"1174","HARDIN","ILLINOIS",431,1251,1682,0.743757431629013
"1175","HARDIN","IOWA",3027,3917,6944,0.564084101382488
"1176","HARDIN","KENTUCKY",11887,20258,32145,0.630206875097216
"1177","HARDIN","OHIO",2487,6596,9083,0.726191786854563
"1178","HARDIN","TENNESSEE",1610,6364,7974,0.798093804865814
"1179","HARDIN","TEXAS",2610,17481,20091,0.870091085560699
"1180","HARDING","NEW MEXICO",202,244,446,0.547085201793722
"1181","HARDING","SOUTH DAKOTA",94,568,662,0.858006042296072
"1182","HARDY","WEST VIRGINIA",1424,2864,4288,0.667910447761194
"1183","HARFORD","MARYLAND",45511,61714,107225,0.575556073676848
"1184","HARLAN","KENTUCKY",1395,6849,8244,0.830786026200873
"1185","HARLAN","NEBRASKA",236,1259,1495,0.842140468227425
"1186","HARMON","OKLAHOMA",182,559,741,0.754385964912281
"1187","HARNETT","NORTH CAROLINA",13408,21057,34465,0.610967648338894
"1188","HARNEY","OREGON",672,2681,3353,0.799582463465553
"1189","HARPER","KANSAS",417,1601,2018,0.793359762140733
"1190","HARPER","OKLAHOMA",126,1080,1206,0.895522388059702
"1191","HARRIS","GEORGIA",3892,11861,15753,0.752935948708183
"1192","HARRIS","TEXAS",675409,488140,1163549,0.419526809786266
"1193","HARRISON","INDIANA",5415,10121,15536,0.651454685890834
"1194","HARRISON","IOWA",2237,3559,5796,0.614044168391994
"1195","HARRISON","KENTUCKY",2260,4094,6354,0.644318539502675
"1196","HARRISON","MISSISSIPPI",19059,31729,50788,0.624734189178546
"1197","HARRISON","MISSOURI",429,2358,2787,0.846071044133477
"1198","HARRISON","OHIO",1667,4147,5814,0.71327829377365
"1199","HARRISON","TEXAS",5959,16273,22232,0.731962936308024
"1200","HARRISON","WEST VIRGINIA",8544,13849,22393,0.618452194882329
"1201","HARRISONBURG CITY","VIRGINIA",9130,4562,13692,0.333187262635115
"1202","HART","GEORGIA",2187,7237,9424,0.767932937181664
"1203","HART","KENTUCKY",1745,4444,6189,0.718048149943448
"1204","HARTFORD","CONNECTICUT",205499,117737,323236,0.364244700466532
"1205","HARTLEY","TEXAS",122,1466,1588,0.923173803526448
"1206","HARVEY","KANSAS",5525,8007,13532,0.591708542713568
"1207","HASKELL","KANSAS",228,874,1102,0.793103448275862
"1208","HASKELL","OKLAHOMA",935,2630,3565,0.737727910238429
"1209","HASKELL","TEXAS",253,1400,1653,0.846944948578342
"1210","HAWAII","HAWAII",45237,12138,57375,0.211555555555556
"1211","HAWKINS","TENNESSEE",2783,13495,16278,0.829033050743335
"1212","HAYES","NEBRASKA",31,361,392,0.920918367346939
"1213","HAYS","TEXAS",43113,33118,76231,0.43444268079915
"1214","HAYWOOD","NORTH CAROLINA",9968,14712,24680,0.596110210696921
"1215","HAYWOOD","TENNESSEE",3030,2509,5539,0.452969850153457
"1216","HEARD","GEORGIA",664,3309,3973,0.832871885225271
"1217","HEMPHILL","TEXAS",124,1234,1358,0.908689248895434
"1218","HEMPSTEAD","ARKANSAS",1690,3194,4884,0.653972153972154
"1219","HENDERSON","ILLINOIS",1386,1278,2664,0.47972972972973
"1220","HENDERSON","KENTUCKY",6247,8746,14993,0.583338891482692
"1221","HENDERSON","NORTH CAROLINA",18941,29008,47949,0.604976120461324
"1222","HENDERSON","TENNESSEE",1652,6646,8298,0.800915883345384
"1223","HENDERSON","TEXAS",4892,21484,26376,0.814528359114346
"1224","HENDRICKS","INDIANA",22560,39598,62158,0.637053959265099
"1225","HENDRY","FLORIDA",3557,5051,8608,0.586779739776952
"1226","HENNEPIN","MINNESOTA",424344,197380,621724,0.317472061557862
"1227","HENRICO","VIRGINIA",92455,51768,144223,0.358944135124079
"1228","HENRY","ALABAMA",2253,4418,6671,0.662269524808874
"1229","HENRY","GEORGIA",55661,41491,97152,0.427073040184453
"1230","HENRY","ILLINOIS",10408,9034,19442,0.464664129204814
"1231","HENRY","INDIANA",4999,10090,15089,0.668699052289747
"1232","HENRY","IOWA",3211,3950,7161,0.551598938695713
"1233","HENRY","KENTUCKY",2230,3735,5965,0.62615255658005
"1234","HENRY","MISSOURI",2484,5878,8362,0.70294187993303
"1235","HENRY","OHIO",2744,7803,10547,0.739831231629847
"1236","HENRY","TENNESSEE",2326,6811,9137,0.74543066652074
"1237","HENRY","VIRGINIA",6893,11794,18687,0.631133943383101
"1238","HERKIMER","NEW YORK",7737,9350,17087,0.547199625446246
"1239","HERNANDO","FLORIDA",30385,49362,79747,0.618982532258267
"1240","HERTFORD","NORTH CAROLINA",5509,2296,7805,0.294170403587444
"1241","HETTINGER","NORTH DAKOTA",184,1055,1239,0.851493139628733
"1242","HICKMAN","KENTUCKY",521,1235,1756,0.703302961275626
"1243","HICKMAN","TENNESSEE",1872,4760,6632,0.71773220747889
"1244","HICKORY","MISSOURI",934,3069,4003,0.766674993754684
"1245","HIDALGO","NEW MEXICO",817,760,1577,0.481927710843373
"1246","HIDALGO","TEXAS",110161,33990,144151,0.235794410028373
"1247","HIGHLAND","OHIO",2777,10585,13362,0.792171830564287
"1248","HIGHLAND","VIRGINIA",382,800,1182,0.676818950930626
"1249","HIGHLANDS","FLORIDA",13299,25913,39212,0.660843619300214
"1250","HILL","MONTANA",3315,2834,6149,0.460887949260042
"1251","HILL","TEXAS",2329,8887,11216,0.792350213980029
"1252","HILLSBOROUGH","FLORIDA",113143,120732,233875,0.516224478888295
"1253","HILLSBOROUGH","NEW HAMPSHIRE",87489,71360,158849,0.449231660255966
"1254","HILLSDALE","MICHIGAN",5139,11470,16609,0.690589439460533
"1255","HINDS","MISSISSIPPI",58143,6009,64152,0.0936681631126076
"1256","HINSDALE","COLORADO",211,321,532,0.603383458646617
"1257","HITCHCOCK","NEBRASKA",149,926,1075,0.861395348837209
"1258","HOCKING","OHIO",3084,6569,9653,0.680513829897441
"1259","HOCKLEY","TEXAS",1068,4989,6057,0.823675086676573
"1260","HODGEMAN","KANSAS",154,710,864,0.821759259259259
"1261","HOKE","NORTH CAROLINA",7812,5121,12933,0.395963813500348
"1262","HOLMES","FLORIDA",787,5963,6750,0.883407407407407
"1263","HOLMES","MISSISSIPPI",4829,0,4829,0
"1264","HOLMES","OHIO",1834,7115,8949,0.795060900659292
"1265","HOLT","MISSOURI",276,1569,1845,0.850406504065041
"1266","HOLT","NEBRASKA",595,3529,4124,0.855722599418041
"1267","HONOLULU","HAWAII",183084,61914,244998,0.252712267038915
"1268","HOOD","TEXAS",4127,20161,24288,0.83008069828722
"1269","HOOD RIVER","OREGON",6735,3578,10313,0.346940754387666
"1270","HOOKER","NEBRASKA",49,263,312,0.842948717948718
"1271","HOPEWELL CITY","VIRGINIA",3803,2971,6774,0.438588721582521
"1272","HOPKINS","KENTUCKY",5055,11034,16089,0.685810180868917
"1273","HOPKINS","TEXAS",2315,9399,11714,0.802373228615332
"1274","HORRY","SOUTH CAROLINA",35659,74987,110646,0.677719935650634
"1275","HOT SPRING","ARKANSAS",2274,6261,8535,0.733567662565905
"1276","HOT SPRINGS","WYOMING",451,1584,2035,0.778378378378378
"1277","HOUGHTON","MICHIGAN",6477,7759,14236,0.545026692891262
"1278","HOUSTON","ALABAMA",9957,22077,32034,0.689174002622214
"1279","HOUSTON","GEORGIA",0,43850,43850,1
"1280","HOUSTON","MINNESOTA",4410,4526,8936,0.506490599820949
"1281","HOUSTON","TENNESSEE",845,1803,2648,0.680891238670695
"1282","HOUSTON","TEXAS",1675,5590,7265,0.769442532690984
"1283","HOWARD","ARKANSAS",1008,2453,3461,0.708754695174805
"1284","HOWARD","INDIANA",10426,18056,28482,0.633944245488379
"1285","HOWARD","IOWA",1587,1878,3465,0.541991341991342
"1286","HOWARD","MARYLAND",96925,41455,138380,0.299573637808932
"1287","HOWARD","MISSOURI",1264,2807,4071,0.689511176615082
"1288","HOWARD","NEBRASKA",565,1836,2401,0.764681382757185
"1289","HOWARD","TEXAS",1606,5716,7322,0.780661021578804
"1290","HOWELL","MISSOURI",2766,11434,14200,0.805211267605634
"1291","HUBBARD","MINNESOTA",3701,6008,9709,0.61880729220311
"1292","HUDSON","NEW JERSEY",115753,27206,142959,0.190306311599829
"1293","HUDSPETH","TEXAS",383,466,849,0.548881036513545
"1294","HUERFANO","COLORADO",1638,1764,3402,0.518518518518518
"1295","HUGHES","OKLAHOMA",1123,2423,3546,0.683305132543711
"1296","HUGHES","SOUTH DAKOTA",2332,5366,7698,0.697064172512341
"1297","HUMBOLDT","CALIFORNIA",36466,15622,52088,0.29991552756873
"1298","HUMBOLDT","IOWA",1465,2481,3946,0.628737962493664
"1299","HUMBOLDT","NEVADA",1164,4322,5486,0.787823550856726
"1300","HUMPHREYS","MISSISSIPPI",2552,0,2552,0
"1301","HUMPHREYS","TENNESSEE",1824,3824,5648,0.677053824362606
"1302","HUNT","TEXAS",6335,21267,27602,0.770487645822767
"1303","HUNTERDON","NEW JERSEY",27654,33904,61558,0.550765132070568
"1304","HUNTINGDON","PENNSYLVANIA",4246,11570,15816,0.731537683358624
"1305","HUNTINGTON","INDIANA",3399,9675,13074,0.740018357044516
"1306","HURON","MICHIGAN",3652,8478,12130,0.698928276999176
"1307","HURON","OHIO",7035,11727,18762,0.625039974416373
"1308","HUTCHINSON","SOUTH DAKOTA",883,2281,3164,0.720922882427307
"1309","HUTCHINSON","TEXAS",627,5909,6536,0.904069767441861
"1310","HYDE","NORTH CAROLINA",0,1510,1510,1
"1311","HYDE","SOUTH DAKOTA",164,462,626,0.738019169329074
"1312","IBERIA","LOUISIANA",7231,14247,21478,0.66332991898687
"1313","IBERVILLE","LOUISIANA",6088,2723,8811,0.309045511292702
"1314","IDA","IOWA",1117,1757,2874,0.61134307585247
"1315","IDAHO","IDAHO",1276,5191,6467,0.802690582959641
"1316","IMPERIAL","CALIFORNIA",22112,11225,33337,0.336712961574227
"1317","INDEPENDENCE","ARKANSAS",1980,7879,9859,0.799168272644284
"1318","INDIAN RIVER","FLORIDA",27005,46744,73749,0.633825543397199
"1319","INDIANA","PENNSYLVANIA",11211,18053,29264,0.616901312192455
"1320","INGHAM","MICHIGAN",80785,35085,115870,0.302796237162337
"1321","INYO","CALIFORNIA",0,6150,6150,1
"1322","IONIA","MICHIGAN",7805,14517,22322,0.65034495116925
"1323","IOSCO","MICHIGAN",5004,5794,10798,0.536580848305242
"1324","IOWA","IOWA",3099,4203,7302,0.575595727198028
"1325","IOWA","WISCONSIN",8454,10,8464,0.00118147448015123
"1326","IREDELL","NORTH CAROLINA",22394,41139,63533,0.647521760345018
"1327","IRION","TEXAS",78,644,722,0.89196675900277
"1328","IRON","MICHIGAN",2264,3106,5370,0.578398510242086
"1329","IRON","MISSOURI",1078,2370,3448,0.687354988399072
"1330","IRON","UTAH",2919,11945,14864,0.803619483315393
"1331","IRON","WISCONSIN",1219,1824,3043,0.599408478475189
"1332","IROQUOIS","ILLINOIS",1875,8401,10276,0.817536006228104
"1333","IRWIN","GEORGIA",0,2960,2960,1
"1334","ISABELLA","MICHIGAN",10452,11444,21896,0.52265253927658
"1335","ISANTI","MINNESOTA",5887,10678,16565,0.644612134017507
"1336","ISLAND","WASHINGTON",26647,0,26647,0
"1337","ISLE OF WIGHT","VIRGINIA",8975,0,8975,0
"1338","ISSAQUENA","MISSISSIPPI",344,0,344,0
"1339","ITASCA","MINNESOTA",9716,10973,20689,0.53037846198463
"1340","ITAWAMBA","MISSISSIPPI",756,6094,6850,0.88963503649635
"1341","IZARD","ARKANSAS",838,3524,4362,0.807886290692343
"1342","JACK","TEXAS",265,2501,2766,0.904193781634129
"1343","JACKSON","ALABAMA",3522,12049,15571,0.77381028835656
"1344","JACKSON","ARKANSAS",1082,3014,4096,0.73583984375
"1345","JACKSON","COLORADO",138,599,737,0.812754409769335
"1346","JACKSON","FLORIDA",4891,10935,15826,0.690951598635157
"1347","JACKSON","GEORGIA",4734,21814,26548,0.821681482597559
